query_id,case_id,task,candidate_count,configuration,profile,roles,relations,selected_ids,objective_total,semantic,chain,role,redundancy,recall_at_5,ndcg_at_5,complete_at_5,missing_gold_nodes,extra_nodes,current_vs_oracle_selection_changed,complete_repaired,complete_regressed,num_connected_components,largest_component_ratio,edge_count,role_coverage,oracle_profile_relation_fallback
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,COC,current,oracle,current,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-4bf722a69208813714c3e754"", ""doc-212c856313f45e18fc835abc"", ""doc-252ff3db660fee0b084479eb""]",0.49525362463663003,0.28788826873839835,0.04499924583512149,0.17021276595744683,-0.00784665589433662,0.6,0.6843515475204855,0.0,"[""doc-10efe92ff6bdf6390f93eae4"", ""doc-3ba7dac19be393385ef58851""]","[""doc-212c856313f45e18fc835abc"", ""doc-4bf722a69208813714c3e754""]",True,False,False,2,0.8,3,0.851063829787234,False
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,COO,current,oracle,oracle,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-4bf722a69208813714c3e754"", ""doc-252ff3db660fee0b084479eb"", ""doc-212c856313f45e18fc835abc""]",0.5023019328903267,0.28788826873839835,0.05204755408881806,0.17021276595744683,-0.00784665589433662,0.6,0.6992148198508501,0.0,"[""doc-10efe92ff6bdf6390f93eae4"", ""doc-3ba7dac19be393385ef58851""]","[""doc-212c856313f45e18fc835abc"", ""doc-4bf722a69208813714c3e754""]",True,False,False,3,0.4,2,0.851063829787234,False
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,OCC,oracle,current,current,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-10efe92ff6bdf6390f93eae4"", ""doc-40bde0ad506bd05025a447b0"", ""doc-212c856313f45e18fc835abc""]",0.43523389535458634,0.33147387056584116,0.0,0.11320000000000002,-0.009439975211254809,0.6,0.7227265726449519,0.0,"[""doc-252ff3db660fee0b084479eb"", ""doc-3ba7dac19be393385ef58851""]","[""doc-212c856313f45e18fc835abc"", ""doc-40bde0ad506bd05025a447b0""]",True,False,False,4,0.4,1,0.5660000000000001,False
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,OCO,oracle,current,oracle,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-10efe92ff6bdf6390f93eae4"", ""doc-40bde0ad506bd05025a447b0"", ""doc-212c856313f45e18fc835abc""]",0.5862196237754853,0.33147387056584116,0.15098572842089894,0.11320000000000002,-0.009439975211254809,0.6,0.7227265726449519,0.0,"[""doc-252ff3db660fee0b084479eb"", ""doc-3ba7dac19be393385ef58851""]","[""doc-212c856313f45e18fc835abc"", ""doc-40bde0ad506bd05025a447b0""]",True,False,False,4,0.4,1,0.5660000000000001,False
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,OOC,oracle,oracle,current,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-10efe92ff6bdf6390f93eae4"", ""doc-252ff3db660fee0b084479eb"", ""doc-40bde0ad506bd05025a447b0""]",0.4619470064545116,0.31315163585709765,0.0,0.16000000000000003,-0.011204629402586118,0.8,0.8687949224876582,0.0,"[""doc-3ba7dac19be393385ef58851""]","[""doc-40bde0ad506bd05025a447b0""]",True,False,False,3,0.6,2,0.8,False
tefv5h-q-01-01,TEFV5H-01,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-10efe92ff6bdf6390f93eae4"", ""doc-252ff3db660fee0b084479eb"", ""doc-40bde0ad506bd05025a447b0""]",0.6129327348754106,0.31315163585709765,0.15098572842089894,0.16000000000000003,-0.011204629402586118,0.8,0.8687949224876582,0.0,"[""doc-3ba7dac19be393385ef58851""]","[""doc-40bde0ad506bd05025a447b0""]",True,False,False,4,0.4,1,0.8,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,CCC,current,current,current,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-e2d8a223c34c34890d8fe282"", ""doc-4bf722a69208813714c3e754"", ""doc-c842b344ebbb2923977eedcc""]",0.48667649526385465,0.2740898201936903,0.05073639768331519,0.17178571428571432,-0.009935436898865195,0.75,0.5654495432396527,0.0,"[""doc-252ff3db660fee0b084479eb""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",False,False,False,3,0.6,2,0.8589285714285715,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,CCO,current,current,oracle,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-e2d8a223c34c34890d8fe282"", ""doc-252ff3db660fee0b084479eb"", ""doc-4bf722a69208813714c3e754""]",0.5005013534346553,0.2736088458516024,0.08598048781020846,0.15025714285714284,-0.009345123084298386,0.75,0.5654495432396527,0.0,"[""doc-c842b344ebbb2923977eedcc""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,2,0.6,3,0.7512857142857141,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,COC,current,oracle,current,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-4bf722a69208813714c3e754"", ""doc-e2d8a223c34c34890d8fe282"", ""doc-252ff3db660fee0b084479eb""]",0.47326988884518867,0.2736088458516024,0.06138711845883705,0.14761904761904762,-0.009345123084298386,0.75,0.592512031964586,0.0,"[""doc-c842b344ebbb2923977eedcc""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,1,1.0,4,0.738095238095238,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,COO,current,oracle,oracle,"[""doc-61db8c996e09d2c34c03bd47"", ""doc-fd2503f929e2abd9022bd786"", ""doc-4bf722a69208813714c3e754"", ""doc-252ff3db660fee0b084479eb"", ""doc-e2d8a223c34c34890d8fe282""]",0.4978632581965601,0.2736088458516024,0.08598048781020846,0.14761904761904762,-0.009345123084298386,0.75,0.6096199500078984,0.0,"[""doc-c842b344ebbb2923977eedcc""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,2,0.6,3,0.738095238095238,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,OCC,oracle,current,current,"[""doc-e2d8a223c34c34890d8fe282"", ""doc-252ff3db660fee0b084479eb"", ""doc-fd2503f929e2abd9022bd786"", ""doc-61db8c996e09d2c34c03bd47"", ""doc-c842b344ebbb2923977eedcc""]",0.6496607432227592,0.2736088458516024,0.21092411965492008,0.1743,-0.009172222283763213,0.75,0.592512031964586,0.0,"[""doc-4bf722a69208813714c3e754""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,2,0.8,3,0.8714999999999999,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,OCO,oracle,current,oracle,"[""doc-e2d8a223c34c34890d8fe282"", ""doc-fd2503f929e2abd9022bd786"", ""doc-61db8c996e09d2c34c03bd47"", ""doc-4bf722a69208813714c3e754"", ""doc-252ff3db660fee0b084479eb""]",0.4937650859393063,0.2736088458516024,0.08340136317200234,0.14609999999999998,-0.009345123084298386,0.75,0.5654495432396527,0.0,"[""doc-c842b344ebbb2923977eedcc""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,2,0.6,3,0.7304999999999999,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,OOC,oracle,oracle,current,"[""doc-fd2503f929e2abd9022bd786"", ""doc-61db8c996e09d2c34c03bd47"", ""doc-4bf722a69208813714c3e754"", ""doc-252ff3db660fee0b084479eb"", ""doc-e2d8a223c34c34890d8fe282""]",0.6422730199001273,0.2736088458516024,0.22800929713282328,0.15000000000000002,-0.009345123084298386,0.75,0.75369761125927,0.0,"[""doc-c842b344ebbb2923977eedcc""]","[""doc-61db8c996e09d2c34c03bd47"", ""doc-e2d8a223c34c34890d8fe282""]",True,False,False,1,1.0,4,0.75,False
tefv5h-q-01-02,TEFV5H-01,cutoff_sensitive,8,OOO,oracle,oracle,oracle,"[""doc-fd2503f929e2abd9022bd786"", ""doc-61db8c996e09d2c34c03bd47"", ""doc-c842b344ebbb2923977eedcc"", ""doc-252ff3db660fee0b084479eb"", ""doc-4bf722a69208813714c3e754""]",0.5045530529720599,0.23214977244411025,0.08340136317200234,0.2,-0.01099808264405274,1.0,0.9047172294870751,1.0,[],"[""doc-61db8c996e09d2c34c03bd47""]",True,True,False,3,0.4,2,1.0,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,CCC,current,current,current,"[""doc-70413365049d0e21a1375124"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-401b4cd79508df2b0a94111c"", ""doc-392f3cb89960080b1b8e6430"", ""doc-d99c3b22322fd1f2054c72bb""]",0.5133994587483223,0.3256444739433185,0.09145159337187164,0.10976000000000002,-0.01345660856686793,0.6,0.5296347172140421,0.0,"[""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb""]",False,False,False,3,0.6,5,0.5488000000000001,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,CCO,current,current,oracle,"[""doc-70413365049d0e21a1375124"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-392f3cb89960080b1b8e6430"", ""doc-401b4cd79508df2b0a94111c"", ""doc-d99c3b22322fd1f2054c72bb""]",0.48397187439295086,0.3256444739433185,0.06202400901650022,0.10976000000000002,-0.01345660856686793,0.6,0.5296347172140421,0.0,"[""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb""]",False,False,False,3,0.6,2,0.5488000000000001,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,COC,current,oracle,current,"[""doc-70413365049d0e21a1375124"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-392f3cb89960080b1b8e6430"", ""doc-401b4cd79508df2b0a94111c"", ""doc-d99c3b22322fd1f2054c72bb""]",0.5127303678392313,0.3256444739433185,0.09145159337187164,0.10909090909090911,-0.01345660856686793,0.6,0.5296347172140421,0.0,"[""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb""]",False,False,False,3,0.6,5,0.5454545454545455,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,COO,current,oracle,oracle,"[""doc-70413365049d0e21a1375124"", ""doc-392f3cb89960080b1b8e6430"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-401b4cd79508df2b0a94111c"", ""doc-d99c3b22322fd1f2054c72bb""]",0.4833027834838599,0.3256444739433185,0.06202400901650022,0.10909090909090911,-0.01345660856686793,0.6,0.5296347172140421,0.0,"[""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb""]",False,False,False,3,0.6,2,0.5454545454545455,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,OCC,oracle,current,current,"[""doc-70413365049d0e21a1375124"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-401b4cd79508df2b0a94111c"", ""doc-392f3cb89960080b1b8e6430"", ""doc-0d5dc6a72b244b8ac68901b7""]",0.6478975423383138,0.2966027023736304,0.21440127769980358,0.14992000000000003,-0.013026437735120284,0.8,0.6608397947263839,0.0,"[""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124""]",True,False,False,3,0.6,5,0.7496,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,OCO,oracle,current,oracle,"[""doc-70413365049d0e21a1375124"", ""doc-392f3cb89960080b1b8e6430"", ""doc-401b4cd79508df2b0a94111c"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-0d5dc6a72b244b8ac68901b7""]",0.5567338434951652,0.2966027023736304,0.1232375788566551,0.14992000000000003,-0.013026437735120284,0.8,0.6608397947263839,0.0,"[""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124""]",True,False,False,3,0.6,2,0.7496,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,OOC,oracle,oracle,current,"[""doc-70413365049d0e21a1375124"", ""doc-401b4cd79508df2b0a94111c"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-392f3cb89960080b1b8e6430"", ""doc-0d5dc6a72b244b8ac68901b7""]",0.6579775423383137,0.2966027023736304,0.21440127769980358,0.16000000000000003,-0.013026437735120284,0.8,0.6608397947263839,0.0,"[""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124""]",True,False,False,3,0.6,5,0.8,False
tefv5h-q-02-00,TEFV5H-02,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-70413365049d0e21a1375124"", ""doc-392f3cb89960080b1b8e6430"", ""doc-401b4cd79508df2b0a94111c"", ""doc-5a3c6720ebe838f88763fb31"", ""doc-0d5dc6a72b244b8ac68901b7""]",0.5668138434951653,0.2966027023736304,0.1232375788566551,0.16000000000000003,-0.013026437735120284,0.8,0.6608397947263839,0.0,"[""doc-c4052c7ebe2dc22264f37fda""]","[""doc-70413365049d0e21a1375124""]",True,False,False,3,0.6,2,0.8,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,CCC,current,current,current,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-ce776af7d7f837c41b37223c""]",0.5398419793925193,0.30205494588445364,0.07212692725536476,0.17423255813953492,-0.008572451886834058,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ce776af7d7f837c41b37223c""]",False,False,False,2,0.8,4,0.8711627906976745,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,CCO,current,current,oracle,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-ce776af7d7f837c41b37223c""]",0.5227655881426093,0.30205494588445364,0.05505053600545477,0.17423255813953492,-0.008572451886834058,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ce776af7d7f837c41b37223c""]",False,False,False,3,0.4,2,0.8711627906976745,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,COC,current,oracle,current,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-392f3cb89960080b1b8e6430""]",0.5511274199283457,0.30928971700038005,0.07483230617514344,0.17674418604651165,-0.009738789293689473,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-392f3cb89960080b1b8e6430"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,1,1.0,5,0.8837209302325582,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,COO,current,oracle,oracle,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-392f3cb89960080b1b8e6430""]",0.5313456497586571,0.30928971700038005,0.05505053600545477,0.17674418604651165,-0.009738789293689473,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-392f3cb89960080b1b8e6430"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,3,0.4,2,0.8837209302325582,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,OCC,oracle,current,current,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",0.5723894983644682,0.3185288822779798,0.11805567881664247,0.14560000000000003,-0.009795062730154114,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,2,0.8,4,0.7280000000000001,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,OCO,oracle,current,oracle,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",0.5984895012734195,0.3185288822779798,0.14415568172559376,0.14560000000000003,-0.009795062730154114,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,3,0.4,2,0.7280000000000001,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,OOC,oracle,oracle,current,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",0.5867894983644683,0.3185288822779798,0.11805567881664247,0.16000000000000003,-0.009795062730154114,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,2,0.8,4,0.8,False
tefv5h-q-02-01,TEFV5H-02,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",0.6128895012734195,0.3185288822779798,0.14415568172559376,0.16000000000000003,-0.009795062730154114,0.6,0.7227265726449519,0.0,"[""doc-061f61c14ae57247d6cd58ef"", ""doc-5a3c6720ebe838f88763fb31""]","[""doc-70413365049d0e21a1375124"", ""doc-c4052c7ebe2dc22264f37fda""]",True,False,False,3,0.4,2,0.8,False
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,CCC,current,current,current,"[""doc-392f3cb89960080b1b8e6430"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",0.567903787338385,0.31409870020618547,0.08812766020967275,0.1754162162162162,-0.009738789293689473,0.75,0.8318724637288826,0.0,"[""doc-70413365049d0e21a1375124""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",False,False,False,1,1.0,5,0.877081081081081,False
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,CCO,current,current,oracle,"[""doc-392f3cb89960080b1b8e6430"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45"", ""doc-0d5dc6a72b244b8ac68901b7""]",0.5038821170928914,0.31409870020618547,0.024105989964179245,0.1754162162162162,-0.009738789293689473,0.75,0.787702056960637,0.0,"[""doc-70413365049d0e21a1375124""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",False,False,False,3,0.4,2,0.877081081081081,False
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,COC,current,oracle,current,"[""doc-392f3cb89960080b1b8e6430"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",0.5654605440951417,0.31409870020618547,0.08812766020967275,0.17297297297297298,-0.009738789293689473,0.75,0.8318724637288826,0.0,"[""doc-70413365049d0e21a1375124""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",False,False,False,1,1.0,5,0.8648648648648648,False
